"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","first.two.char","first.three.char","year"
"DRH03",17.25,"Low Fat",0.0600678394961936,"Dairy",91.612,"OUT010","Small","Tier 3","Grocery Store",93.212,"DR","DRH","15"
"NCQ53",17.6,"Low Fat",0.0189866964987094,"Health and Hygiene",237.059,"OUT018","Medium","Tier 3","Other Supermarket",2836.308,"NC","NCQ","4"
"NCT18",14.6,"Low Fat",0.0593978693006014,"Household",179.6976,"OUT046","Small","Tier 1","Supermarket Type1",3621.952,"NC","NCT","16"
"FDL43",10.1,"Low Fat",0.0270560246653641,"Meat",76.467,"OUT035","Small","Tier 2","Supermarket Type1",1761.041,"FD","FDL","9"
"FDJ53",10.5,"Low Fat",0.0712359091436486,"Frozen Foods",119.2098,"OUT035","Small","Tier 2","Supermarket Type1",1325.6078,"FD","FDJ","9"
"NCQ02",12.6,"Low Fat",0.00745416153616082,"Household",186.9556,"OUT035","Small","Tier 2","Supermarket Type1",3942.8676,"NC","NCQ","9"
"NCJ05",18.7,"Low Fat",0.0460826228665224,"Health and Hygiene",153.6682,"OUT046","Small","Tier 1","Supermarket Type1",3506.7686,"NC","NCJ","16"
"FDT40",5.985,"Low Fat",0.096207640983509,"Frozen Foods",127.1678,"OUT018","Medium","Tier 3","Other Supermarket",3560.6984,"FD","FDT","4"
"FDA48",12.1,"Low Fat",0.114859977160052,"Baking Goods",221.4114,"OUT046","Small","Tier 1","Supermarket Type1",5099.3622,"FD","FDA","16"
"FDV37",13,"Regular",0.0836462372130214,"Canned",196.0426,"OUT049","Medium","Tier 1","Supermarket Type1",2570.6538,"FD","FDV","14"
"FDX07",19.2,"Regular",0.0229666686249882,"Fruits and Vegetables",181.695,"OUT045","Small","Tier 2","Supermarket Type1",2563.33,"FD","FDX","11"
"DRG48",5.78,"Low Fat",0.0145854582541909,"Soft Drinks",146.3102,"OUT045","Small","Tier 2","Supermarket Type1",2187.153,"DR","DRG","11"
"FDF44",7.17,"Regular",0.0597095801555749,"Fruits and Vegetables",130.9968,"OUT035","Small","Tier 2","Supermarket Type1",2348.9424,"FD","FDF","9"
"FDS24",20.85,"Regular",0.0622168506687773,"Baking Goods",88.1514,"OUT046","Small","Tier 1","Supermarket Type1",1682.4766,"FD","FDS","16"
"NCQ50",18.75,"Low Fat",0.0343617227097416,"Household",215.7218,"OUT049","Medium","Tier 1","Supermarket Type1",4274.436,"NC","NCQ","14"
"FDT25",7.5,"Low Fat",0.0506999418115391,"Canned",123.4072,"OUT013","High","Tier 3","Supermarket Type1",3185.1872,"FD","FDT","26"
"FDO03",10.395,"Regular",0.0369599923865636,"Meat",230.5352,"OUT045","Small","Tier 2","Supermarket Type1",4580.704,"FD","FDO","11"
"FDJ55",12.8,"Regular",0.0235280682526087,"Meat",223.5404,"OUT046","Small","Tier 1","Supermarket Type1",1800.3232,"FD","FDJ","16"
"FDM36",11.65,"Regular",0.0586717719523681,"Baking Goods",170.4422,"OUT013","High","Tier 3","Supermarket Type1",517.3266,"FD","FDM","26"
"FDM21",20.2,"Low Fat",0.0647453482320538,"Snack Foods",258.0646,"OUT017","Small","Tier 2","Supermarket Type1",5668.6212,"FD","FDM","6"
"FDK58",11.35,"Regular",0.0450683861007175,"Snack Foods",103.0016,"OUT035","Small","Tier 2","Supermarket Type1",2125.2336,"FD","FDK","9"
"FDD26",8.71,"Regular",0.123607785625018,"Canned",186.5924,"OUT010","Small","Tier 3","Grocery Store",555.2772,"FD","FDD","15"
"FDW57",8.31,"Regular",0.115918920194566,"Snack Foods",177.3028,"OUT045","Small","Tier 2","Supermarket Type1",1948.1308,"FD","FDW","11"
"FDT32",19,"Regular",0.112435912850141,"Fruits and Vegetables",188.8214,"OUT010","Small","Tier 3","Grocery Store",188.4214,"FD","FDT","15"
"FDT25",7.5,"Low Fat",0.0508569493719025,"Canned",121.7072,"OUT045","Small","Tier 2","Supermarket Type1",367.5216,"FD","FDT","11"
"NCB19",6.525,"Low Fat",0.0902846383119981,"Household",84.6882,"OUT046","Small","Tier 1","Supermarket Type1",601.2174,"NC","NCB","16"
"FDD05",19.35,"Low Fat",0.0297856024215568,"Frozen Foods",122.0098,"OUT019","Small","Tier 1","Grocery Store",361.5294,"FD","FDD","28"
"NCE54",20.7,"Low Fat",0.0267589679973168,"Household",77.0354,"OUT027","Medium","Tier 3","Other Supermarket",2332.2974,"NC","NCE","28"
"FDO39",6.985,"Regular",0.13758459898968,"Meat",182.8608,"OUT049","Medium","Tier 1","Supermarket Type1",4042.7376,"FD","FDO","14"
"NCV06",11.3,"Low Fat",0.0668205702333323,"Household",192.2478,"OUT045","Small","Tier 2","Supermarket Type1",1356.2346,"NC","NCV","11"
"DRB13",6.115,"Regular",0.0120674882975046,"Soft Drinks",189.053,"OUT010","Small","Tier 3","Grocery Store",948.765,"DR","DRB","15"
"FDX51",9.5,"Regular",0.0377882684725293,"Meat",194.2452,"OUT010","Small","Tier 3","Grocery Store",782.9808,"FD","FDX","15"
"FDC38",15.7,"Low Fat",0.122749746635157,"Canned",134.2942,"OUT045","Small","Tier 2","Supermarket Type1",1192.4478,"FD","FDC","11"
"FDD04",16,"Low Fat",0.0899602620833669,"Dairy",143.2154,"OUT046","Small","Tier 1","Supermarket Type1",1701.7848,"FD","FDD","16"
"FDC05",13.1,"Regular",0.0992097661375496,"Frozen Foods",198.7768,"OUT018","Medium","Tier 3","Other Supermarket",3153.2288,"FD","FDC","4"
"DRJ59",11.65,"Low Fat",0.019399253494407,"Hard Drinks",39.0164,"OUT027","Medium","Tier 3","Other Supermarket",1042.6428,"DR","DRJ","28"
"FDL22",16.85,"Low Fat",0.0366057366703033,"Snack Foods",90.6488,"OUT017","Small","Tier 2","Supermarket Type1",633.8416,"FD","FDL","6"
"DRH13",8.575,"Low Fat",0.0428292865408697,"Soft Drinks",107.628,"OUT019","Small","Tier 1","Grocery Store",213.056,"DR","DRH","28"
"FDV22",14.85,"Regular",0.0170258928385805,"Snack Foods",157.563,"OUT010","Small","Tier 3","Grocery Store",312.926,"FD","FDV","15"
"FDP07",18.2,"Low Fat",0.0900894979757699,"Fruits and Vegetables",197.211,"OUT045","Small","Tier 2","Supermarket Type1",3142.576,"FD","FDP","11"
"FDK27",11,"Low Fat",0.00896071508831855,"Meat",119.1756,"OUT049","Medium","Tier 1","Supermarket Type1",1696.4584,"FD","FDK","14"
"FDP31",21.1,"Regular",0.162461654520087,"Fruits and Vegetables",64.9168,"OUT017","Small","Tier 2","Supermarket Type1",639.168,"FD","FDP","6"
"NCI54",15.2,"Low Fat",0.0575577080168713,"Household",110.7912,"OUT010","Small","Tier 3","Grocery Store",109.1912,"NC","NCI","15"
"DRK35",8.365,"Low Fat",0.0714701994815144,"Hard Drinks",37.7506,"OUT027","Medium","Tier 3","Other Supermarket",796.9626,"DR","DRK","28"
"NCO07",9.06,"Low Fat",0.00979176213722345,"Others",213.256,"OUT049","Medium","Tier 1","Supermarket Type1",4687.232,"NC","NCO","14"
"FDN31",11.5,"Low Fat",0.0728082459501073,"Fruits and Vegetables",191.253,"OUT013","High","Tier 3","Supermarket Type1",3036.048,"FD","FDN","26"
"NCO02",11.15,"Low Fat",0.0733455045682755,"Others",66.8142,"OUT035","Small","Tier 2","Supermarket Type1",2372.9112,"NC","NCO","9"
"FDQ26",13.5,"Regular",0.0680141257752007,"Dairy",57.2562,"OUT045","Small","Tier 2","Supermarket Type1",770.3306,"FD","FDQ","11"
"FDQ07",15.1,"Regular",0.0873961474662934,"Fruits and Vegetables",221.8456,"OUT046","Small","Tier 1","Supermarket Type1",663.1368,"FD","FDQ","16"
"FDB49",8.3,"Regular",0.0301991382437015,"Baking Goods",98.2384,"OUT049","Medium","Tier 1","Supermarket Type1",2167.8448,"FD","FDB","14"
"FDY44",14.15,"Regular",0.0244432377529175,"Fruits and Vegetables",196.411,"OUT049","Medium","Tier 1","Supermarket Type1",2749.754,"FD","FDY","14"
"NCI54",15.2,"Low Fat",0.0334230661779055,"Household",107.3912,"OUT027","Medium","Tier 3","Other Supermarket",3057.3536,"NC","NCI","28"
"FDV44",8.365,"Regular",0.0398395443226724,"Fruits and Vegetables",190.1188,"OUT046","Small","Tier 1","Supermarket Type1",1904.188,"FD","FDV","16"
"FDI48",11.85,"Regular",0.0558067090912253,"Baking Goods",53.0666,"OUT049","Medium","Tier 1","Supermarket Type1",512.666,"FD","FDI","14"
"NCL05",19.6,"Low Fat",0.0478828731308399,"Health and Hygiene",42.277,"OUT035","Small","Tier 2","Supermarket Type1",605.878,"NC","NCL","9"
"FDT32",19,"Regular",0.0657379584327856,"Fruits and Vegetables",189.6214,"OUT049","Medium","Tier 1","Supermarket Type1",2826.321,"FD","FDT","14"
"FDM10",18.25,"Low Fat",0.0760920045180231,"Snack Foods",212.9218,"OUT049","Medium","Tier 1","Supermarket Type1",3846.9924,"FD","FDM","14"
"FDS21",19.85,"Regular",0.0209092382332951,"Snack Foods",63.5194,"OUT049","Medium","Tier 1","Supermarket Type1",557.2746,"FD","FDS","14"
"FDD11",12.85,"Low Fat",0.0306806640028354,"Starchy Foods",251.704,"OUT045","Small","Tier 2","Supermarket Type1",3542.056,"FD","FDD","11"
"FDL04",19,"Low Fat",0.111337224241126,"Frozen Foods",106.7622,"OUT027","Medium","Tier 3","Other Supermarket",2964.1416,"FD","FDL","28"
"FDO58",19.6,"Low Fat",0.039747517257223,"Snack Foods",163.7526,"OUT018","Medium","Tier 3","Other Supermarket",2960.1468,"FD","FDO","4"
"FDQ08",15.7,"Regular",0.0190424888225343,"Fruits and Vegetables",60.5536,"OUT017","Small","Tier 2","Supermarket Type1",490.0288,"FD","FDQ","6"
"FDT28",13.3,"Low Fat",0.0635583771858678,"Frozen Foods",151.3708,"OUT046","Small","Tier 1","Supermarket Type1",3611.2992,"FD","FDT","16"
"FDT22",10.395,"Low Fat",0.112579696277211,"Snack Foods",59.022,"OUT018","Medium","Tier 3","Other Supermarket",1378.206,"FD","FDT","4"
"FDB58",10.5,"Regular",0.0134922986085764,"Snack Foods",143.7154,"OUT035","Small","Tier 2","Supermarket Type1",3119.9388,"FD","FDB","9"
"FDN45",19.35,"Low Fat",0.11808829034056,"Snack Foods",224.8088,"OUT046","Small","Tier 1","Supermarket Type1",2013.3792,"FD","FDN","16"
"FDZ45",14.1,"Low Fat",0.0668087324276179,"Snack Foods",198.9084,"OUT013","High","Tier 3","Supermarket Type1",4761.8016,"FD","FDZ","26"
"FDJ38",8.6,"Regular",0.0402006060533396,"Canned",188.753,"OUT046","Small","Tier 1","Supermarket Type1",7590.12,"FD","FDJ","16"
"NCT06",17.1,"Low Fat",0.0388184417822527,"Household",166.4842,"OUT045","Small","Tier 2","Supermarket Type1",1326.2736,"NC","NCT","11"
"FDU21",11.8,"Regular",0.0763186325281417,"Snack Foods",32.8558,"OUT027","Medium","Tier 3","Other Supermarket",713.0718,"FD","FDU","28"
"NCP30",20.5,"Low Fat",0.0328206262589679,"Household",38.9822,"OUT049","Medium","Tier 1","Supermarket Type1",982.055,"NC","NCP","14"
"FDR27",15.1,"Regular",0.0962527431905085,"Meat",134.4942,"OUT049","Medium","Tier 1","Supermarket Type1",2119.9072,"FD","FDR","14"
"FDW39",6.69,"Regular",0.0369202062121985,"Meat",176.937,"OUT017","Small","Tier 2","Supermarket Type1",4234.488,"FD","FDW","6"
"DRZ24",7.535,"Low Fat",0.0818821676607376,"Soft Drinks",121.044,"OUT027","Medium","Tier 3","Other Supermarket",2396.88,"DR","DRZ","28"
"FDK21",7.905,"Low Fat",0.0100022506726975,"Snack Foods",250.7408,"OUT013","High","Tier 3","Supermarket Type1",5757.8384,"FD","FDK","26"
"FDJ04",18,"Low Fat",0.12443679095874,"Frozen Foods",118.5124,"OUT046","Small","Tier 1","Supermarket Type1",1303.6364,"FD","FDJ","16"
"FDZ13",7.84,"Regular",0.15440422798629,"Canned",50.835,"OUT017","Small","Tier 2","Supermarket Type1",599.22,"FD","FDZ","6"
"FDS16",15.15,"Regular",0.0665689526903309,"Frozen Foods",144.676,"OUT017","Small","Tier 2","Supermarket Type1",3954.852,"FD","FDS","6"
"FDD56",15.2,"Regular",0.177780057366224,"Fruits and Vegetables",175.8054,"OUT010","Small","Tier 3","Grocery Store",1050.6324,"FD","FDD","15"
"FDI57",19.85,"Low Fat",0.0540190207945739,"Seafood",197.2768,"OUT046","Small","Tier 1","Supermarket Type1",6503.5344,"FD","FDI","16"
"FDQ12",12.65,"Low Fat",0.0352252846505395,"Baking Goods",231.601,"OUT027","Medium","Tier 3","Other Supermarket",5972.226,"FD","FDQ","28"
"FDI56",7.325,"Low Fat",0.0933739325374484,"Fruits and Vegetables",91.3146,"OUT046","Small","Tier 1","Supermarket Type1",1641.8628,"FD","FDI","16"
"NCT42",5.88,"Low Fat",0.024939286863972,"Household",148.4392,"OUT045","Small","Tier 2","Supermarket Type1",2087.9488,"NC","NCT","11"
"FDM25",10.695,"Regular",0.060647006920351,"Breakfast",174.7712,"OUT035","Small","Tier 2","Supermarket Type1",3339.6528,"FD","FDM","9"
"DRB25",12.3,"Low Fat",0.0690959271290726,"Soft Drinks",106.0938,"OUT027","Medium","Tier 3","Other Supermarket",2787.0388,"DR","DRB","28"
"NCY30",20.25,"Low Fat",0.0259500752933166,"Household",179.5976,"OUT046","Small","Tier 1","Supermarket Type1",2535.3664,"NC","NCY","16"
"FDD44",8.05,"Regular",0.0788648812234466,"Fruits and Vegetables",257.0646,"OUT017","Small","Tier 2","Supermarket Type1",8760.5964,"FD","FDD","6"
"FDK45",11.65,"Low Fat",0.0338477325150678,"Seafood",112.186,"OUT035","Small","Tier 2","Supermarket Type1",1018.674,"FD","FDK","9"
"FDN45",19.35,"Low Fat",0.118349378876564,"Snack Foods",222.6088,"OUT045","Small","Tier 2","Supermarket Type1",1789.6704,"FD","FDN","11"
"FDQ09",7.235,"Low Fat",0.0581142561588114,"Snack Foods",115.8834,"OUT035","Small","Tier 2","Supermarket Type1",1382.2008,"FD","FDQ","9"
"FDC17",12.15,"Low Fat",0.0154559525063335,"Frozen Foods",209.9928,"OUT035","Small","Tier 2","Supermarket Type1",5259.82,"FD","FDC","9"
"FDD45",8.615,"Low Fat",0.116132066209583,"Fruits and Vegetables",94.1436,"OUT013","High","Tier 3","Supermarket Type1",1512.6976,"FD","FDD","26"
"FDD41",6.765,"Regular",0.0872494054581498,"Frozen Foods",105.0306,"OUT046","Small","Tier 1","Supermarket Type1",2090.612,"FD","FDD","16"
"FDU46",10.3,"Regular",0.0111249359853381,"Snack Foods",87.254,"OUT046","Small","Tier 1","Supermarket Type1",1211.756,"FD","FDU","16"
"FDO45",13.15,"Regular",0.038177595249837,"Snack Foods",89.4856,"OUT017","Small","Tier 2","Supermarket Type1",1230.3984,"FD","FDO","6"
"FDG41",8.84,"Regular",0.0765384682845481,"Frozen Foods",109.5228,"OUT035","Small","Tier 2","Supermarket Type1",1657.842,"FD","FDG","9"
"DRC13",8.26,"Regular",0.0324435166684445,"Soft Drinks",122.573,"OUT045","Small","Tier 2","Supermarket Type1",739.038,"DR","DRC","11"
"FDX50",20.1,"Low Fat",0.0749484058112754,"Dairy",108.9228,"OUT018","Medium","Tier 3","Other Supermarket",1105.228,"FD","FDX","4"
"FDK56",9.695,"Low Fat",0.130215297722816,"Fruits and Vegetables",185.1898,"OUT035","Small","Tier 2","Supermarket Type1",2619.2572,"FD","FDK","9"
"NCL18",18.85,"Low Fat",0.167563345265178,"Household",194.6136,"OUT046","Small","Tier 1","Supermarket Type1",2721.7904,"NC","NCL","16"
"FDN57",18.25,"Low Fat",0.0543201542844119,"Snack Foods",140.9154,"OUT049","Medium","Tier 1","Supermarket Type1",6381.693,"FD","FDN","14"
"FDX03",15.85,"Regular",0.0607759863608361,"Meat",44.4744,"OUT027","Medium","Tier 3","Other Supermarket",769.6648,"FD","FDX","28"
"NCU17",5.32,"Low Fat",0.093033548465819,"Health and Hygiene",101.7674,"OUT013","High","Tier 3","Supermarket Type1",1120.5414,"NC","NCU","26"
"FDL14",8.115,"Regular",0.0321489369066422,"Canned",157.3972,"OUT035","Small","Tier 2","Supermarket Type1",1869.5664,"FD","FDL","9"
"NCU18",15.1,"Low Fat",0.0558332093591545,"Household",139.8496,"OUT046","Small","Tier 1","Supermarket Type1",1411.496,"NC","NCU","16"
"NCH43",8.42,"Low Fat",0.0709869393715019,"Household",215.9192,"OUT017","Small","Tier 2","Supermarket Type1",1941.4728,"NC","NCH","6"
"FDH41",9,"Low Fat",0.0819861970447354,"Frozen Foods",216.2534,"OUT035","Small","Tier 2","Supermarket Type1",4301.068,"FD","FDH","9"
"FDS28",8.18,"Regular",0.0827562581459412,"Frozen Foods",57.3588,"OUT018","Medium","Tier 3","Other Supermarket",343.5528,"FD","FDS","4"
"FDG02",7.855,"Low Fat",0.0112021844429196,"Canned",191.4188,"OUT027","Medium","Tier 3","Other Supermarket",3998.7948,"FD","FDG","28"
"FDS40",15.35,"Low Fat",0.0140486670788608,"Frozen Foods",36.719,"OUT045","Small","Tier 2","Supermarket Type1",585.904,"FD","FDS","11"
"FDD10",20.6,"Regular",0.0459744081342257,"Snack Foods",177.0344,"OUT013","High","Tier 3","Supermarket Type1",535.3032,"FD","FDD","26"
"DRQ35",9.3,"Low Fat",0.0422489228548506,"Hard Drinks",124.4388,"OUT013","High","Tier 3","Supermarket Type1",1609.9044,"DR","DRQ","26"
"NCL05",19.6,"Low Fat",0.0478991067451781,"Health and Hygiene",42.877,"OUT049","Medium","Tier 1","Supermarket Type1",649.155,"NC","NCL","14"
"FDJ48",11.3,"Low Fat",0.0564173913192208,"Baking Goods",247.8118,"OUT035","Small","Tier 2","Supermarket Type1",2223.1062,"FD","FDJ","9"
"FDV21",11.5,"Low Fat",0.170186900396956,"Snack Foods",124.8704,"OUT027","Medium","Tier 3","Other Supermarket",2127.8968,"FD","FDV","28"
"FDJ26",15.3,"Regular",0.0847390184578925,"Canned",215.5218,"OUT035","Small","Tier 2","Supermarket Type1",4060.7142,"FD","FDJ","9"
"NCN05",8.235,"Low Fat",0.0145453261074792,"Health and Hygiene",184.495,"OUT017","Small","Tier 2","Supermarket Type1",3844.995,"NC","NCN","6"
"FDK09",15.2,"Low Fat",0.0917520533940471,"Snack Foods",228.5352,"OUT046","Small","Tier 1","Supermarket Type1",1832.2816,"FD","FDK","16"
"FDM56",16.7,"Low Fat",0.0698239610807559,"Fruits and Vegetables",110.9912,"OUT027","Medium","Tier 3","Other Supermarket",1310.2944,"FD","FDM","28"
"DRF25",9,"Low Fat",0.0390065310563473,"Soft Drinks",37.019,"OUT045","Small","Tier 2","Supermarket Type1",659.142,"DR","DRF","11"
"FDG14",9,"Regular",0.0506061633397564,"Canned",150.9024,"OUT045","Small","Tier 2","Supermarket Type1",4402.2696,"FD","FDG","11"
"FDZ31",15.35,"Regular",0.113182264035562,"Fruits and Vegetables",190.8504,"OUT035","Small","Tier 2","Supermarket Type1",3643.2576,"FD","FDZ","9"
"FDU21",11.8,"Regular",0.137565447984777,"Snack Foods",35.0558,"OUT019","Small","Tier 1","Grocery Store",33.9558,"FD","FDU","28"
"FDC57",20.1,"Regular",0.054577672583088,"Fruits and Vegetables",193.382,"OUT035","Small","Tier 2","Supermarket Type1",4247.804,"FD","FDC","9"
"FDU46",10.3,"Regular",0.0190601975796105,"Snack Foods",87.854,"OUT010","Small","Tier 3","Grocery Store",259.662,"FD","FDU","15"
"FDU22",12.35,"Low Fat",0.0932677453396488,"Snack Foods",118.7124,"OUT035","Small","Tier 2","Supermarket Type1",2607.2728,"FD","FDU","9"
"DRG23",8.88,"Low Fat",0.0869624115378179,"Hard Drinks",152.5682,"OUT045","Small","Tier 2","Supermarket Type1",1372.2138,"DR","DRG","11"
"FDR23",15.85,"Low Fat",0.140108230916918,"Breads",176.437,"OUT010","Small","Tier 3","Grocery Store",529.311,"FD","FDR","15"
"FDI14",14.1,"Low Fat",0.0900637566216768,"Canned",140.1496,"OUT018","Medium","Tier 3","Other Supermarket",846.8976,"FD","FDI","4"
"NCN42",20.25,"Low Fat",0.0142523152855598,"Household",148.6418,"OUT045","Small","Tier 2","Supermarket Type1",2648.5524,"NC","NCN","11"
"NCM41",16.5,"Low Fat",0.0357125024241063,"Health and Hygiene",93.612,"OUT049","Medium","Tier 1","Supermarket Type1",1584.604,"NC","NCM","14"
"FDT55",13.6,"Regular",0.0436498031515431,"Fruits and Vegetables",156.7946,"OUT046","Small","Tier 1","Supermarket Type1",3629.2758,"FD","FDT","16"
"DRY23",9.395,"Regular",0.108524979774945,"Soft Drinks",42.9112,"OUT027","Medium","Tier 3","Other Supermarket",809.6128,"DR","DRY","28"
"FDL46",20.35,"Low Fat",0.0926036211006154,"Snack Foods",119.5466,"OUT010","Small","Tier 3","Grocery Store",117.8466,"FD","FDL","15"
"FDQ57",7.275,"Low Fat",0.0279390119480119,"Snack Foods",145.076,"OUT035","Small","Tier 2","Supermarket Type1",1611.236,"FD","FDQ","9"
"FDQ16",19.7,"Low Fat",0.0417255113328341,"Frozen Foods",109.2912,"OUT035","Small","Tier 2","Supermarket Type1",2402.2064,"FD","FDQ","9"
"FDZ52",19.2,"Low Fat",0.09955038492132,"Frozen Foods",109.1886,"OUT027","Medium","Tier 3","Other Supermarket",4225.1668,"FD","FDZ","28"
"FDL16",12.85,"Low Fat",0.302048433646982,"Frozen Foods",47.106,"OUT019","Small","Tier 1","Grocery Store",139.818,"FD","FDL","28"
"NCX18",14.15,"Low Fat",0.00883183339504773,"Household",196.811,"OUT018","Medium","Tier 3","Other Supermarket",4517.453,"NC","NCX","4"
"FDM34",19,"Low Fat",0.0677378745948978,"Snack Foods",130.8626,"OUT018","Medium","Tier 3","Other Supermarket",1573.9512,"FD","FDM","4"
"FDG60",20.35,"Low Fat",0.0603818108587097,"Baking Goods",234.5616,"OUT027","Medium","Tier 3","Other Supermarket",6796.4864,"FD","FDG","28"
"NCA06",20.5,"Low Fat",0.143316507078109,"Household",37.119,"OUT018","Medium","Tier 3","Other Supermarket",842.237,"NC","NCA","4"
"DRD12",6.96,"Low Fat",0.0771840975531214,"Soft Drinks",89.9146,"OUT046","Small","Tier 1","Supermarket Type1",1277.0044,"DR","DRD","16"
"FDP04",15.35,"Low Fat",0.0138722234438015,"Frozen Foods",62.5168,"OUT018","Medium","Tier 3","Other Supermarket",447.4176,"FD","FDP","4"
"NCH30",17.1,"Low Fat",0.0672942776274128,"Household",114.586,"OUT045","Small","Tier 2","Supermarket Type1",1584.604,"NC","NCH","11"
"FDS04",10.195,"Regular",0.146969184351281,"Frozen Foods",142.2838,"OUT045","Small","Tier 2","Supermarket Type1",1685.8056,"FD","FDS","11"
"FDQ13",11.1,"Low Fat",0.019081190009824,"Canned",82.9908,"OUT019","Small","Tier 1","Grocery Store",503.3448,"FD","FDQ","28"
"FDU59",5.78,"Low Fat",0.0965389918184372,"Breads",162.8552,"OUT049","Medium","Tier 1","Supermarket Type1",3574.0144,"FD","FDU","14"
"DRG11",6.385,"Low Fat",0.0840133517708068,"Hard Drinks",108.2596,"OUT045","Small","Tier 2","Supermarket Type1",1186.4556,"DR","DRG","11"
"FDA36",5.985,"Low Fat",0.00563670608183574,"Baking Goods",184.9924,"OUT027","Medium","Tier 3","Other Supermarket",3146.5708,"FD","FDA","28"
"FDA15",9.3,"Low Fat",0.0160174422808893,"Dairy",248.5092,"OUT035","Small","Tier 2","Supermarket Type1",6474.2392,"FD","FDA","9"
"FDZ03",13.65,"Regular",0.134967554878462,"Dairy",188.024,"OUT010","Small","Tier 3","Grocery Store",745.696,"FD","FDZ","15"
